"No.","Time","Source","Destination","Protocol","Length","Info"
"539","19.594889200","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"540","19.595023100","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"541","19.597289100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"542","19.597297200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"543","19.597669300","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"544","19.600434300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"545","19.600671600","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"546","19.600920000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"547","19.600920900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"548","19.600921500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"549","19.600922200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"550","19.600922700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"551","19.600923600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"552","19.600924100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"553","19.601153600","192.168.1.15","172.217.159.230","QUIC","79","Protected Payload (KP0), DCID=fe00577111fda1f1"
"554","19.601261500","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"555","19.601340600","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"556","19.601430000","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"557","19.601479600","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"558","19.603785800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"559","19.603789900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"560","19.603791800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"561","19.603793000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"562","19.604436300","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"563","19.605009500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"564","19.605054600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"565","19.605075400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"566","19.605095300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"567","19.605130400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"568","19.605131000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"569","19.605131500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"570","19.605132000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"571","19.605169000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"572","19.605169500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"573","19.605209100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"574","19.605214500","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"575","19.605293000","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"576","19.605353900","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"577","19.605414400","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"578","19.605479000","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"579","19.605540700","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"580","19.605705700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"581","19.605711200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"582","19.605711800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"583","19.605712300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"584","19.605713200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"585","19.605713800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"586","19.605714400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"587","19.605715100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"588","19.605715700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"589","19.605943300","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"590","19.606033800","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"591","19.606106300","192.168.1.15","172.217.159.230","QUIC","81","Protected Payload (KP0), DCID=fe00577111fda1f1"
"592","19.606179600","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"593","19.606235000","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"594","19.606298300","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"595","19.606539300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"596","19.607538300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"597","19.607539000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"598","19.607539700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"599","19.607540400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"600","19.607540900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"601","19.607541400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"602","19.607542000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"603","19.607542500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"604","19.607543100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"605","19.607543600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"606","19.607657000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"607","19.607763900","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"608","19.607851000","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"609","19.607940400","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"610","19.608000600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"611","19.608014400","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"612","19.608076800","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"613","19.608136300","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"614","19.608195800","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"615","19.609141700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"616","19.609142900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"617","19.609143400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"618","19.609144200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"619","19.609144700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"620","19.609145300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"621","19.609145800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"622","19.609502400","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"623","19.609619900","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"624","19.610012500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"625","19.610459500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"626","19.610460300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"627","19.610460900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"628","19.614603800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"629","19.614604600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"630","19.614605100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"631","19.614605600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"632","19.614606200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"633","19.614606700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"634","19.614607300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"635","19.614607900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"636","19.614608800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"637","19.614609400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"638","19.614783000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"639","19.614783900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"640","19.614784900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"641","19.614789800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"642","19.614790900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"643","19.614791900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"644","19.614913700","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"645","19.615019800","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"646","19.615154600","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"647","19.615260100","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"648","19.615345600","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"649","19.615410800","192.168.1.15","172.217.159.230","QUIC","80","Protected Payload (KP0), DCID=fe00577111fda1f1"
"650","19.615471400","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"651","19.615531400","192.168.1.15","172.217.159.230","QUIC","81","Protected Payload (KP0), DCID=fe00577111fda1f1"
"652","19.615585500","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"653","19.615650300","192.168.1.15","172.217.159.230","QUIC","80","Protected Payload (KP0), DCID=fe00577111fda1f1"
"654","19.615716500","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"655","19.615776500","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"656","19.615833900","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"657","19.615899000","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"658","19.616470500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"659","19.616471600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"660","19.616472200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"661","19.616472800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"662","19.616473200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"663","19.616473800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"664","19.616474300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"665","19.616474800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"666","19.616475500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"667","19.616476000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"668","19.616633100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"669","19.616634100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"670","19.616757600","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"671","19.616814900","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"672","19.616875200","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"673","19.616930800","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"674","19.617804900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"675","19.619010500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"676","19.619011700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"677","19.619012700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"678","19.619013900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"679","19.619014700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"680","19.619015200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"681","19.619015800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"682","19.619016600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"683","19.619017300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"684","19.619018000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"685","19.619362900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"686","19.619375200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"687","19.619376900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"688","19.619378200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"689","19.619379300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"690","19.619478400","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"691","19.619767900","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"692","19.619858100","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"693","19.619994300","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"694","19.621675100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"695","19.621676000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"696","19.621676600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"697","19.621677200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"698","19.621677800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"699","19.621678300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"700","19.621678900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"701","19.621920800","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"702","19.622032700","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"703","19.622110300","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"704","19.622175300","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"705","19.622937900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"706","19.622939100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"707","19.622940000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"708","19.622940800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"709","19.622942300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"710","19.622948700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"711","19.622950000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"712","19.622951000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"713","19.622952300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"714","19.622953400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"715","19.623199800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"716","19.623281400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"717","19.623282600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"718","19.623323800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"719","19.623324500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"720","19.623325700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"721","19.623355700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"722","19.623401100","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"723","19.623521600","192.168.1.15","172.217.159.230","QUIC","79","Protected Payload (KP0), DCID=fe00577111fda1f1"
"724","19.623624500","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"725","19.623697600","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"726","19.623771100","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"727","19.623849400","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"728","19.624957900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"729","19.624959000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"730","19.624959500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"731","19.624960100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"732","19.625213700","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"733","19.625867500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"734","19.625873300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"735","19.625873900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"736","19.625874700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"737","19.625875300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"738","19.625876000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"739","19.625876600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"740","19.625877200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"741","19.625877800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"742","19.625878400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"743","19.626045800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"744","19.626046500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"745","19.626076800","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"746","19.626186000","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"747","19.626251200","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"748","19.626303400","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"749","19.626367800","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"750","19.626428400","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"751","19.626493000","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"752","19.626550700","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"753","19.626617200","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"754","19.626674200","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"755","19.626733100","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"756","19.627803900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"757","19.627804500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"758","19.627804900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"759","19.627805500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"760","19.627806000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"761","19.627806500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"762","19.627807000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"763","19.627807700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"764","19.628016700","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"765","19.628094400","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"766","19.628152500","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"767","19.628204700","192.168.1.15","172.217.159.230","QUIC","82","Protected Payload (KP0), DCID=fe00577111fda1f1"
"768","19.628262600","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"769","19.628705200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"770","19.628705900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"771","19.628710900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"772","19.628711500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"773","19.628712100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"774","19.628712800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"775","19.628713400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"776","19.628714000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"777","19.628916600","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"778","19.629005700","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"779","19.630109800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"780","19.631545700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"781","19.631803600","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"782","19.631999300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"783","19.632083400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"784","19.632084200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"785","19.632084800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"786","19.632085600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"787","19.632086100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"788","19.632086700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"789","19.632087200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"790","19.632087900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"791","19.632151700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"792","19.632195200","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"793","19.632239000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"794","19.632240100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"795","19.632252300","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"796","19.632297500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"797","19.632298000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"798","19.632326800","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"799","19.632385300","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"800","19.632445300","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"801","19.632502200","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"802","19.632559700","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"803","19.632624000","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"804","19.632687400","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"805","19.633837000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"806","19.633838200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"807","19.633838700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"808","19.633839200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"809","19.633839800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"810","19.633840300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"811","19.634124100","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"812","19.634418800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"813","19.634419600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"814","19.634427400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"815","19.634427900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
